FuncionarioId,Mes,ReclamacoesResp,ReclamacoesSolu,DesempenhoGeral
8336c45b-6349-4bc1-b464-0bc1c7ebc131,2023-02,11,10,7.52
bbdb8c8d-132c-4fbd-ad9b-801f2bc0f2b7,2023-02,15,8,7.46
90ad7c3b-1992-4c4f-bc4b-085507397b12,2023-07,8,1,9.29
11e78e8a-0d7d-4148-8887-9b524bbdac9b,2023-06,18,5,6.13
0427ba09-6b28-40f3-a9d7-465a9e3bf467,2023-03,17,0,5.72
1fbf7c63-4bdf-49df-bab1-2e8d53784c46,2023-11,5,4,6.26
df74b82f-336b-4d11-b505-66010a3115b5,2023-05,8,8,6.24
791c16ac-70ae-49f3-bf3c-8a595cf30193,2023-05,10,4,7.88
1ee56112-002d-479c-a7ee-1c100bad1038,2023-07,20,0,9.41
34bab0ae-43c1-4ad4-b261-abf1efd1f67f,2023-09,13,11,9.17
9c8dc0cc-1a40-402c-b8db-edfdf08492d1,2023-09,15,10,7.86
92e938ec-b8e0-49fa-b2d4-c5ce1dbc6050,2023-02,10,7,8.4
e761dec1-f9b5-4a6e-b438-e190c3b31a64,2023-10,11,11,8.29
0437e02a-5808-401c-a161-3e7468861c62,2023-11,19,17,5.1
ad7209d3-f0e3-4d40-9e3f-e31bac95e7a8,2023-04,17,11,7.49
f885ed70-f98a-461b-8a77-5b3ea0bb1d1f,2023-02,14,9,5.25
536f8f61-70fd-4c2f-8918-f1c61ceefb24,2023-02,9,6,7.91
0437e02a-5808-401c-a161-3e7468861c62,2023-05,20,4,8.98
0e6c7884-4262-480c-abce-08059d0d720a,2023-02,11,2,6.96
5cbe7f7c-57e3-4804-8edf-9f5a2a23dd60,2023-06,10,2,8.72
1a97ade5-2b86-43d3-8040-0d1d6a7e61f1,2023-06,7,4,7.02
3a8c1965-bbe7-4d93-b61b-57249e48ada3,2023-12,12,9,9.13
d1138476-f899-4b61-8ffa-716ab47ecafc,2023-10,14,2,6.87
44b28ac0-fbdb-4f15-b097-baccfd30442e,2023-11,12,4,7.48
3ef88ad7-4067-41af-9522-8cb9f2d0f3cc,2023-01,7,1,6.87
cc37d442-8916-489e-9301-1e9559e9f63e,2023-12,14,0,6.66
ce266f03-a6dc-4b80-ac84-440e39af6b44,2023-04,14,14,8.92
6ed25ab1-8758-4afc-bab2-fae0360c2b5b,2023-05,20,10,8.22
f163cd70-e587-44b2-8300-15b0ed4dd6cb,2023-11,10,4,9.15
ab483d0d-ce43-4ae1-898c-b15f002210a8,2023-04,13,9,6.65
9641c268-3a6d-4340-9cc1-fb403f760b6b,2023-07,12,8,5.43
5548199b-e500-4611-8f8e-c72b7cf85b9c,2023-04,13,7,9.86
269c9778-daa3-4223-8330-f5b31921a2cf,2023-01,6,6,5.63
e28e31d6-0287-448c-9f68-51770c4b70cb,2023-01,10,6,6.1
77af1b72-eb99-42a7-aebe-a6b96f79faeb,2023-11,8,0,9.39
f6dec9ed-3dc6-4850-a345-d5bcb4cbc2cc,2023-09,13,5,7.85
f885ed70-f98a-461b-8a77-5b3ea0bb1d1f,2023-03,15,3,9.89
b69c7cdf-3b29-4b81-8b4a-b1fbb93784ed,2023-03,7,5,8.45
b03eba06-8477-4294-839b-4e8abb90da10,2023-02,11,6,7.05
569a78af-eeef-4684-8828-6e14b00e6a64,2023-05,18,6,7.52
bc5a6f71-51c0-4d40-909f-4060318e76b9,2023-06,7,7,7.41
0d1129cf-f75a-475d-8190-91b8f9703502,2023-12,7,1,9.15
bbc6e2ed-b782-4ddb-a54b-5dd6eeda352c,2023-04,14,6,9.67
2722d533-2523-49b2-80fc-7a5ffb72d301,2023-02,10,7,8.7
7c3bf74b-9e5d-4231-8820-2704a3425b6d,2023-06,14,0,6.38
fbcb93e5-14e7-42b2-9146-5cae980eb6b2,2023-02,14,3,5.86
1b9f82ba-9bc3-4b9a-ae35-a4bd5e1c5919,2023-09,14,10,7.24
fb564bae-810a-4ba8-84fe-26cea09ba425,2023-03,10,5,5.78
ce266f03-a6dc-4b80-ac84-440e39af6b44,2023-07,5,5,9.76
5018fd42-7e89-41d0-bb79-2342d1661b7d,2023-12,17,10,6.9
c7a6863c-2765-4eac-87cb-3ce69b3b4386,2023-12,18,12,5.37
b42fd453-a6e4-4edd-bd91-581cc9504861,2023-09,17,8,9.23
f473a1c6-bb00-4dec-84fc-a68883c0d688,2023-12,13,6,7.39
f0072c54-51a3-4c02-9a18-a9b16530e1cb,2023-06,18,12,6.18
2b4356e9-b7ba-4377-9687-6773ccf99b68,2023-09,18,17,5.83
23254b4b-abe8-41b0-91aa-601009d2db5e,2023-04,11,8,6.15
cd5be086-5eea-4a06-8bf8-64396491029b,2023-02,11,7,8.71
a8ce4737-1689-4915-87ff-db4909725975,2023-05,7,0,6.95
4891e71b-8fa4-4a0f-ac1a-ea757e5f324f,2023-12,8,1,5.38
55b875a3-7219-476d-8c17-7c049c55f07c,2023-05,17,3,5.92
dde6bcd6-e021-4ae2-ac67-c77ae48c70b3,2023-04,12,12,9.58
9b8386a2-996f-4fc0-839b-0695876c8059,2023-11,11,0,9.76
0c75db74-51f3-4665-aef2-ee54119267b4,2023-02,11,11,7.21
c0c1d948-0963-49ed-bfab-8f51944c49a1,2023-10,6,6,8.66
d1138476-f899-4b61-8ffa-716ab47ecafc,2023-08,10,4,5.16
d5a51952-f7ca-4ae2-b191-9596d0170ea7,2023-11,19,8,7.4
ca7426db-ddd1-4137-a102-1766e6f95282,2023-07,7,4,8.77
33309c8e-21fc-429a-808e-f06f34403656,2023-07,13,1,8.36
000b74c2-225d-4809-9ba2-092a5e70b53d,2023-06,16,0,9.91
1c239dfa-84ad-4a60-b157-1e91d7068ebe,2023-04,17,10,8.57
538befaa-4d5d-42a1-bb9c-1c5b4c73638f,2023-07,10,8,5.71
2e5edf41-9fb1-46b6-9163-4ece2bd2587f,2023-12,10,6,8.82
c6b49d92-b3a9-43d0-94cc-4cfebf739d61,2023-10,19,12,6.03
28951821-dbf7-4ceb-9e4b-7d40d146cb1a,2023-05,16,9,9.62
74a7ff1d-f65a-42f2-8c1c-8f53c1cb8a51,2023-12,20,17,6.31
fc5d5097-4e8f-4a69-bda6-9d7784694c3e,2023-11,6,6,8.44
ef55afd5-3e72-4ca5-a6ff-1f818958f923,2023-01,6,0,7.43
80e84830-fead-49c2-a24d-ee3949a2df4e,2023-07,5,3,5.4
49e5c23f-a80c-46d1-97e4-695ac2d1c92c,2023-04,13,8,7.34
5bd79b24-d649-4ca9-8f15-12e0db9b8145,2023-10,9,4,9.42
2de10161-a26e-4ebf-ac80-4a08a06bec4f,2023-03,7,0,5.1
96cb8ca2-b7cd-45d7-8687-0decea2ba701,2023-12,13,12,8.6
6c152891-707c-4cb1-9904-2446eb4331b1,2023-05,16,7,7.03
30146f73-1dab-4b0e-baee-90e3e78e2bef,2023-04,5,4,8.82
cff3e396-60c0-436d-bdb5-b27982ec863a,2023-06,18,8,9.02
ca02e519-84f3-4234-bf0c-66e14c5ff43f,2023-04,6,1,7.09
d65d4d0e-775b-430b-b252-8bb2cb43fc28,2023-10,19,10,5.21
b43b5dbe-f0e8-4eb7-a962-9d9a396e815d,2023-07,13,8,5.88
be20625a-30c9-42e5-956e-552e83010a42,2023-11,11,5,8.23
4f019210-23b9-413c-8bd7-f5e10d3d42e6,2023-07,13,9,5.97
e194630d-639e-4e92-b295-fe8e4407f33b,2023-03,8,6,8.06
7eaf53f7-f4e8-4e1b-8054-54b6e82c5db0,2023-04,7,7,5.34
7342502b-d988-438c-b656-859e0200a479,2023-04,20,15,7.63
8b8e24cb-9816-4a9c-9350-793afaf8bd29,2023-11,6,4,6.79
eb0b5fc3-e878-4fbc-9a6a-98761a426060,2023-06,11,11,5.92
03d3ebcf-b27d-4c4b-abfd-25e0f6b7b3ac,2023-05,16,15,8.26
6fa564c9-ccc3-453b-8b6a-ed26886a4b79,2023-10,7,7,5.97
f05de0f2-5251-4fd9-a7d7-8998f086b452,2023-12,12,3,9.83
59e4eeab-c682-4f16-901f-c28332b87f5f,2023-06,5,1,8.83
4cbcdefc-bf02-4876-9dfe-94567e4a00e9,2023-11,8,5,8.0
976897b2-98fc-4ea0-bd41-98d4a6822a13,2023-09,11,9,5.11
44b28ac0-fbdb-4f15-b097-baccfd30442e,2023-09,20,15,5.42
4dd1cdb2-698f-42bf-a61c-cb08a0e23152,2023-09,17,15,9.1
a148ee04-e0b0-4326-adeb-293002851195,2023-05,19,14,9.45
e194630d-639e-4e92-b295-fe8e4407f33b,2023-06,16,0,5.55
fe649d66-b389-4a55-9df7-511aab3ac519,2023-02,20,14,7.54
b7f012a4-7553-4743-beb7-a734f89c60ca,2023-01,13,13,6.2
8debc778-e4d0-4fa8-b2a6-11f540bf2cb3,2023-11,15,1,8.16
b5a228d6-8e5a-4b27-b12b-60e908afb3e4,2023-09,11,10,6.66
9869f510-3dd5-40ee-b1e6-297204a3756e,2023-02,19,9,7.15
245433c2-a3a8-4481-9c06-fb910c32ccec,2023-12,13,8,5.78
61914b19-c664-4ae3-b8de-745eef05969a,2023-10,10,3,7.92
6c152891-707c-4cb1-9904-2446eb4331b1,2023-07,18,7,9.62
d37842d1-a839-4647-9371-fff42076f102,2023-12,14,10,8.85
8b8e24cb-9816-4a9c-9350-793afaf8bd29,2023-05,12,8,8.92
967bacfc-1fce-455e-bfa1-1991ac8e596b,2023-12,16,12,8.39
b2a059b7-a8ea-4b46-a0c4-0ef26aa26cbc,2023-05,16,15,5.62
2162586c-d4d1-4fc2-8a14-6d4b4b6350e4,2023-12,9,2,6.07
9db0bfc8-a13e-4c80-aa86-0c7a6c29505e,2023-04,7,5,5.26
e1600cbc-0026-45af-91cc-dc0f836b7d22,2023-01,14,1,5.57
f5eea2ba-8557-4fc2-8da8-1a371eebcde1,2023-10,5,0,5.7
967bacfc-1fce-455e-bfa1-1991ac8e596b,2023-02,7,1,9.76
a53367bb-68ff-4e55-83aa-02dd67df3348,2023-12,15,4,8.45
8cc8d3cf-8ded-400d-a41e-4ae9e982c506,2023-10,6,6,6.35
b3afc5f5-c7a4-4120-b369-bb025afd5688,2023-04,20,15,6.38
6a9b956b-e0b6-436c-a506-30d11af3bb87,2023-02,9,3,5.52
40fba11b-8ace-48c4-a13e-8e781ee7ff34,2023-05,11,4,6.74
0f293bbb-91b3-46f8-97d3-b72328543518,2023-07,20,7,9.06
f8c15515-510c-4149-9468-4758aeacab14,2023-07,8,6,5.7
0ac7ccb2-8472-429a-a092-a78f9dc16a33,2023-12,16,4,7.08
648dac8a-c434-498b-8569-26f60493ccb9,2023-12,7,6,7.65
4087ab55-069c-4882-938b-c03cd3d9c960,2023-06,9,1,6.48
9ef1d163-3548-4bba-9cd1-cac4a2775dc9,2023-02,11,5,6.52
35fec3fe-5276-474d-a0ec-d901651bdcf4,2023-05,10,2,9.08
ca7c1357-0201-4887-847f-e55caa557c8e,2023-07,11,3,6.01
cdd4507d-5402-4f14-8c8a-3193d4603c67,2023-02,18,14,7.66
43392a73-fa72-44ba-8764-44f56cf69aa1,2023-10,5,4,5.88
4d527042-8cf6-487d-8dce-38c7a175de62,2023-01,8,6,7.42
1f83a379-63ee-4d35-a240-78503f846d7e,2023-03,14,0,7.12
43e01efb-7a45-4c7c-8c9d-ab64c1310bb9,2023-03,10,10,7.63
0c75db74-51f3-4665-aef2-ee54119267b4,2023-01,8,7,9.18
032ea891-95f3-4131-a390-a7cb3b489479,2023-09,15,13,6.9
193ccffc-4817-49fc-86d5-e20baa3d8bcc,2023-07,11,9,8.44
5e0034de-acb4-43fe-93d4-77f95fc8d459,2023-04,14,9,5.19
1426a6d8-e0ce-49df-a97d-286af29c752b,2023-10,15,11,7.15
78524a16-ebc3-4486-a6ff-44d3006e7cee,2023-10,14,11,7.99
3cb5777c-f97b-4bf0-a325-8a3db03cc137,2023-08,18,8,7.47
d59b3b9c-d7fb-46cb-8a44-181220d068db,2023-07,19,6,6.98
f6bb1e70-d175-4c88-9fe7-fe25c48f0a07,2023-07,10,8,7.92
70fa3d96-d14c-45f2-bbd8-6061e427158c,2023-01,20,5,6.17
fd59bc6b-08e6-49c1-8239-1aee229a6d9d,2023-09,17,14,8.37
ceb33140-be0d-4528-979b-35e3072eae44,2023-03,20,11,5.22
33309c8e-21fc-429a-808e-f06f34403656,2023-08,14,9,6.01
28951821-dbf7-4ceb-9e4b-7d40d146cb1a,2023-10,11,9,9.93
8544b274-6af8-457d-ae03-63d83f5f8432,2023-01,13,13,6.57
55ee3722-036d-4e11-b609-e9a5a2fa5342,2023-06,16,3,9.72
47f27665-e43c-4f37-aa4e-da74ba980ae6,2023-06,5,5,8.07
20513458-44df-4001-94f5-89fcc1c0bd96,2023-06,9,4,8.29
5cbe7f7c-57e3-4804-8edf-9f5a2a23dd60,2023-03,19,15,6.59
089e56bf-9e13-48ae-a115-3a8033708974,2023-05,7,6,6.65
d0fac311-77fb-4f11-8a2b-341c2bd92fe9,2023-01,14,3,9.08
1d756685-5bfe-4a5f-a65d-3ceb250a9cb7,2023-10,15,11,7.35
d232dbb9-eca0-4469-8c14-58ff801ed822,2023-08,19,15,9.92
7e063760-43cc-490b-b24c-f1b6e4f15921,2023-05,18,17,8.06
8da13a7f-72b9-4d52-a186-fe7d1bc0db1a,2023-02,10,6,8.97
3e6bbe10-4860-448d-a388-3ba2ebf3cdb9,2023-03,17,4,8.8
28951821-dbf7-4ceb-9e4b-7d40d146cb1a,2023-01,9,9,9.55
1c82d570-afe0-44fb-ba34-d998db6efe8f,2023-02,11,0,7.66
a4efaf23-4646-4e36-a545-febc20a1eb1c,2023-10,14,9,9.74
65e397d7-bce5-42c0-9d91-eb09378f985a,2023-01,8,2,8.24
85856f55-2801-4d09-9d98-db851b1a33ab,2023-02,20,12,7.32
fefb745d-0551-4d1f-8152-9c175c4734ad,2023-09,5,3,5.37
d266a25f-5b75-4512-864c-db9c6b58ef79,2023-04,12,9,7.89
d02f5a02-fc86-4e2b-a86c-be63bfacc538,2023-12,14,3,9.96
b2692c62-b639-4cc0-809d-957a009ab4be,2023-01,7,2,8.51
487f1a34-0b36-4de2-8734-619160d96562,2023-06,20,9,7.69
3416b65b-8b52-49b3-89f5-f4dffe26830f,2023-08,7,6,5.78
0d310077-0140-4464-a4b2-538f2b3aceb5,2023-10,13,8,5.13
96cb8ca2-b7cd-45d7-8687-0decea2ba701,2023-02,5,0,6.01
032ea891-95f3-4131-a390-a7cb3b489479,2023-11,12,3,5.06
